#YY  MM DD hh mm WDIR WSPD GST  WVHT   DPD   APD MWD   PRES  ATMP  WTMP  DEWP  VIS  TIDE
#yr  mo dy hr mn degT m/s  m/s     m   sec   sec degT   hPa  degC  degC  degC   mi    ft
2019 01 03 12 30 999 99.0 99.0  0.60 14.29  4.80 243 9999.0 999.0  15.2 999.0 99.0 99.00
2019 01 03 13 00 999 99.0 99.0  0.60 11.76  4.81 269 9999.0 999.0  15.2 999.0 99.0 99.00
2019 01 03 13 30 999 99.0 99.0  0.59 14.29  5.68 250 9999.0 999.0  15.2 999.0 99.0 99.00
2019 01 03 14 00 999 99.0 99.0  0.58 14.29  5.33 268 9999.0 999.0  15.2 999.0 99.0 99.00
2019 01 03 14 30 999 99.0 99.0  0.61 14.29  5.27 269 9999.0 999.0  15.2 999.0 99.0 99.00
2019 01 03 15 00 999 99.0 99.0  0.63 14.29  5.53 252 9999.0 999.0  15.3 999.0 99.0 99.00
2019 01 03 15 30 999 99.0 99.0  0.62 14.29  5.20 262 9999.0 999.0  15.4 999.0 99.0 99.00
2019 01 03 16 00 999 99.0 99.0  0.64 14.29  5.15 268 9999.0 999.0  15.4 999.0 99.0 99.00
2019 01 03 16 30 999 99.0 99.0  0.68 14.29  6.03 272 9999.0 999.0  15.4 999.0 99.0 99.00
2019 01 03 17 00 999 99.0 99.0  0.58 14.29  5.53 262 9999.0 999.0  15.4 999.0 99.0 99.00
2019 01 03 17 30 999 99.0 99.0  0.60 15.38  6.45 276 9999.0 999.0  15.5 999.0 99.0 99.00
2019 01 03 18 00 999 99.0 99.0  0.59 14.29  6.52 260 9999.0 999.0  15.5 999.0 99.0 99.00
2019 01 03 18 30 999 99.0 99.0  0.61 14.29  7.46 254 9999.0 999.0  15.6 999.0 99.0 99.00
2019 01 03 19 00 999 99.0 99.0  0.59 14.29  7.91 271 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 03 19 30 999 99.0 99.0  0.62 15.38  8.60 267 9999.0 999.0  15.9 999.0 99.0 99.00
2019 01 03 20 00 999 99.0 99.0  0.61 14.29  8.90 271 9999.0 999.0  15.9 999.0 99.0 99.00
2019 01 03 20 30 999 99.0 99.0  0.59 14.29  8.71 267 9999.0 999.0  15.9 999.0 99.0 99.00
2019 01 03 21 00 999 99.0 99.0  0.52 13.33  8.61 262 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 03 21 30 999 99.0 99.0  0.57 14.29  9.45 269 9999.0 999.0  16.1 999.0 99.0 99.00
2019 01 03 22 00 999 99.0 99.0  0.56 14.29  9.39 265 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 03 22 30 999 99.0 99.0  0.55 14.29  9.50 265 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 03 23 00 999 99.0 99.0  0.59 14.29  9.52 265 9999.0 999.0  16.0 999.0 99.0 99.00
2019 01 03 23 30 999 99.0 99.0  0.58 14.29  8.26 257 9999.0 999.0  15.9 999.0 99.0 99.00
2019 01 04 00 00 999 99.0 99.0  0.61 13.33  6.94 262 9999.0 999.0  15.9 999.0 99.0 99.00
2019 01 04 00 30 999 99.0 99.0  0.61 13.33  6.47 262 9999.0 999.0  15.9 999.0 99.0 99.00
2019 01 04 01 00 999 99.0 99.0  0.59 12.50  5.56 240 9999.0 999.0  15.8 999.0 99.0 99.00
2019 01 04 01 30 999 99.0 99.0  0.61 13.33  5.72 258 9999.0 999.0  15.8 999.0 99.0 99.00
2019 01 04 02 00 999 99.0 99.0  0.61 12.50  6.02 251 9999.0 999.0  15.8 999.0 99.0 99.00
2019 01 04 02 30 999 99.0 99.0  0.58 14.29  5.55 254 9999.0 999.0  15.8 999.0 99.0 99.00
2019 01 04 03 00 999 99.0 99.0  0.63 14.29  5.29 255 9999.0 999.0  15.8 999.0 99.0 99.00
2019 01 04 03 30 999 99.0 99.0  0.70 14.29  5.47 262 9999.0 999.0  15.8 999.0 99.0 99.00
2019 01 04 04 00 999 99.0 99.0  0.73 14.29  5.41 267 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 04 04 30 999 99.0 99.0  0.70 14.29  5.08 264 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 04 05 00 999 99.0 99.0  0.72 14.29  5.70 264 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 04 05 30 999 99.0 99.0  0.69 14.29  5.77 258 9999.0 999.0  15.8 999.0 99.0 99.00
2019 01 04 06 00 999 99.0 99.0  0.69 13.33  5.57 282 9999.0 999.0  15.8 999.0 99.0 99.00
2019 01 04 06 30 999 99.0 99.0  0.69 13.33  5.95 255 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 04 07 00 999 99.0 99.0  0.68 13.33  6.52 262 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 04 07 30 999 99.0 99.0  0.70 12.50  6.39 262 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 04 08 00 999 99.0 99.0  0.66 12.50  6.86 261 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 04 08 30 999 99.0 99.0  0.65 12.50  6.94 271 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 04 09 00 999 99.0 99.0  0.62 14.29  7.11 252 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 04 09 30 999 99.0 99.0  0.62 13.33  7.45 267 9999.0 999.0  15.8 999.0 99.0 99.00
2019 01 04 10 00 999 99.0 99.0  0.59 16.67  7.06 241 9999.0 999.0  15.8 999.0 99.0 99.00
2019 01 04 10 30 999 99.0 99.0  0.71 13.33  8.26 265 9999.0 999.0  15.8 999.0 99.0 99.00
2019 01 04 11 00 999 99.0 99.0  0.71 14.29  8.12 264 9999.0 999.0  15.8 999.0 99.0 99.00
2019 01 04 11 30 999 99.0 99.0  0.75 13.33  8.56 261 9999.0 999.0  15.8 999.0 99.0 99.00
2019 01 04 12 00 999 99.0 99.0  0.64 13.33  8.05 264 9999.0 999.0  15.8 999.0 99.0 99.00
2019 01 04 12 30 999 99.0 99.0  0.68 14.29  8.91 265 9999.0 999.0  15.8 999.0 99.0 99.00
2019 01 04 13 00 999 99.0 99.0  0.71 12.50  9.47 255 9999.0 999.0  15.8 999.0 99.0 99.00
2019 01 04 13 30 999 99.0 99.0  0.67 13.33  9.59 268 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 04 14 00 999 99.0 99.0  0.77 12.50 10.01 267 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 04 14 30 999 99.0 99.0  0.71 12.50  9.83 261 9999.0 999.0  15.7 999.0 99.0 99.00
2019 01 04 15 30 999 99.0 99.0  0.70 12.50  9.32 264 9999.0 999.0  15.7 999.0 99.0 99.00
